Year,Race,Sex,Average Life Expectancy (Years),Age-adjusted Death Rate,QuestionID,Age(years),Data_Value,Question
2013,All Races,Both Sexes,78.8,731.9,Q045,55 - 64,32.28653846153846,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2013,All Races,Both Sexes,78.8,731.9,Q045,65 or older,38.09615384615385,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2013,All Races,Both Sexes,78.8,731.9,Q046,18 - 24,45.50961538461539,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2013,All Races,Both Sexes,78.8,731.9,Q046,25 - 34,35.31153846153846,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2013,All Races,Both Sexes,78.8,731.9,Q046,35 - 44,29.42115384615385,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2013,All Races,Both Sexes,78.8,731.9,Q046,45 - 54,25.86923076923077,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2013,All Races,Both Sexes,78.8,731.9,Q046,55 - 64,23.60576923076923,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2013,All Races,Both Sexes,78.8,731.9,Q046,65 or older,21.707692307692305,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2013,All Races,Both Sexes,78.8,731.9,Q047,18 - 24,17.925,Percent of adults who engage in no leisure-time physical activity
2013,All Races,Both Sexes,78.8,731.9,Q047,25 - 34,21.615384615384617,Percent of adults who engage in no leisure-time physical activity
2013,All Races,Both Sexes,78.8,731.9,Q047,35 - 44,24.888461538461538,Percent of adults who engage in no leisure-time physical activity
2013,All Races,Both Sexes,78.8,731.9,Q047,45 - 54,27.496153846153845,Percent of adults who engage in no leisure-time physical activity
2013,All Races,Both Sexes,78.8,731.9,Q047,55 - 64,28.667307692307695,Percent of adults who engage in no leisure-time physical activity
2013,All Races,Both Sexes,78.8,731.9,Q047,65 or older,32.78076923076923,Percent of adults who engage in no leisure-time physical activity
2012,All Races,Both Sexes,78.8,732.8,Q036,18 - 24,15.811538461538463,Percent of adults aged 18 years and older who have obesity
2012,All Races,Both Sexes,78.8,732.8,Q036,25 - 34,26.17115384615385,Percent of adults aged 18 years and older who have obesity
2012,All Races,Both Sexes,78.8,732.8,Q036,35 - 44,31.6,Percent of adults aged 18 years and older who have obesity
2012,All Races,Both Sexes,78.8,732.8,Q036,45 - 54,32.60961538461539,Percent of adults aged 18 years and older who have obesity
2012,All Races,Both Sexes,78.8,732.8,Q036,55 - 64,33.38076923076923,Percent of adults aged 18 years and older who have obesity
2012,All Races,Both Sexes,78.8,732.8,Q036,65 or older,25.826923076923077,Percent of adults aged 18 years and older who have obesity
2012,All Races,Both Sexes,78.8,732.8,Q037,18 - 24,25.442307692307693,Percent of adults aged 18 years and older who have an overweight classification
2012,All Races,Both Sexes,78.8,732.8,Q037,25 - 34,33.832692307692305,Percent of adults aged 18 years and older who have an overweight classification
2012,All Races,Both Sexes,78.8,732.8,Q037,35 - 44,36.69615384615385,Percent of adults aged 18 years and older who have an overweight classification
2012,All Races,Both Sexes,78.8,732.8,Q037,45 - 54,37.48461538461539,Percent of adults aged 18 years and older who have an overweight classification
2012,All Races,Both Sexes,78.8,732.8,Q037,55 - 64,38.12692307692308,Percent of adults aged 18 years and older who have an overweight classification
2012,All Races,Both Sexes,78.8,732.8,Q037,65 or older,39.83461538461539,Percent of adults aged 18 years and older who have an overweight classification
2012,All Races,Both Sexes,78.8,732.8,Q047,18 - 24,13.932692307692308,Percent of adults who engage in no leisure-time physical activity
2012,All Races,Both Sexes,78.8,732.8,Q047,25 - 34,17.93076923076923,Percent of adults who engage in no leisure-time physical activity
2012,All Races,Both Sexes,78.8,732.8,Q047,35 - 44,20.58076923076923,Percent of adults who engage in no leisure-time physical activity
2012,All Races,Both Sexes,78.8,732.8,Q047,45 - 54,23.715384615384615,Percent of adults who engage in no leisure-time physical activity
2012,All Races,Both Sexes,78.8,732.8,Q047,55 - 64,26.4,Percent of adults who engage in no leisure-time physical activity
2012,All Races,Both Sexes,78.8,732.8,Q047,65 or older,32.10192307692308,Percent of adults who engage in no leisure-time physical activity
2011,All Races,Both Sexes,78.7,741.3,Q036,18 - 24,15.430769230769231,Percent of adults aged 18 years and older who have obesity
2011,All Races,Both Sexes,78.7,741.3,Q036,25 - 34,26.165384615384614,Percent of adults aged 18 years and older who have obesity
2011,All Races,Both Sexes,78.7,741.3,Q036,35 - 44,30.721153846153847,Percent of adults aged 18 years and older who have obesity
2011,All Races,Both Sexes,78.7,741.3,Q036,45 - 54,32.54807692307692,Percent of adults aged 18 years and older who have obesity
2011,All Races,Both Sexes,78.7,741.3,Q036,55 - 64,32.89423076923077,Percent of adults aged 18 years and older who have obesity
2011,All Races,Both Sexes,78.7,741.3,Q036,65 or older,25.1,Percent of adults aged 18 years and older who have obesity
2011,All Races,Both Sexes,78.7,741.3,Q037,18 - 24,25.525,Percent of adults aged 18 years and older who have an overweight classification
2011,All Races,Both Sexes,78.7,741.3,Q037,25 - 34,33.66346153846154,Percent of adults aged 18 years and older who have an overweight classification
2011,All Races,Both Sexes,78.7,741.3,Q037,35 - 44,36.37307692307692,Percent of adults aged 18 years and older who have an overweight classification
2011,All Races,Both Sexes,78.7,741.3,Q037,45 - 54,37.00769230769231,Percent of adults aged 18 years and older who have an overweight classification
2011,All Races,Both Sexes,78.7,741.3,Q037,55 - 64,38.41538461538461,Percent of adults aged 18 years and older who have an overweight classification
2011,All Races,Both Sexes,78.7,741.3,Q037,65 or older,39.62884615384615,Percent of adults aged 18 years and older who have an overweight classification
2011,All Races,Both Sexes,78.7,741.3,Q043,18 - 24,56.58846153846154,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q043,25 - 34,50.26153846153846,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q043,35 - 44,49.775000000000006,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q043,45 - 54,50.49230769230769,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q043,55 - 64,50.13653846153846,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q043,65 or older,51.676923076923075,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q044,18 - 24,30.315384615384616,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q044,25 - 34,22.576923076923077,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q044,35 - 44,19.996153846153845,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q044,45 - 54,18.43846153846154,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q044,55 - 64,16.617307692307694,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q044,65 or older,15.590384615384616,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q045,18 - 24,34.49423076923077,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q045,25 - 34,27.50769230769231,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q045,35 - 44,27.819230769230767,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q045,45 - 54,30.58076923076923,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q045,55 - 64,32.534615384615385,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q045,65 or older,37.401923076923076,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,All Races,Both Sexes,78.7,741.3,Q046,18 - 24,43.75576923076923,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q046,25 - 34,33.875,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q046,35 - 44,29.021153846153844,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q046,45 - 54,25.890384615384615,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q046,55 - 64,23.57884615384615,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q046,65 or older,21.417307692307695,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2011,All Races,Both Sexes,78.7,741.3,Q047,18 - 24,16.921153846153846,Percent of adults who engage in no leisure-time physical activity
2011,All Races,Both Sexes,78.7,741.3,Q047,25 - 34,22.048076923076923,Percent of adults who engage in no leisure-time physical activity
2011,All Races,Both Sexes,78.7,741.3,Q047,35 - 44,24.16923076923077,Percent of adults who engage in no leisure-time physical activity
2011,All Races,Both Sexes,78.7,741.3,Q047,45 - 54,26.625,Percent of adults who engage in no leisure-time physical activity
2011,All Races,Both Sexes,78.7,741.3,Q047,55 - 64,28.721153846153847,Percent of adults who engage in no leisure-time physical activity
2011,All Races,Both Sexes,78.7,741.3,Q047,65 or older,33.56346153846154,Percent of adults who engage in no leisure-time physical activity
