Year,Race,Average Life Expectancy (Years),Age-adjusted Death Rate,QuestionID,Data_Value,Question
2011,White,79.0,738.8,Q044,20.567307692307693,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week
2011,White,79.0,738.8,Q045,33.15384615384615,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,White,79.0,738.8,Q046,28.957692307692305,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2011,White,79.0,738.8,Q047,24.053846153846152,Percent of adults who engage in no leisure-time physical activity
2011,White,81.3,630.3,Q036,26.059615384615384,Percent of adults aged 18 years and older who have obesity
2011,White,81.3,630.3,Q037,35.55769230769231,Percent of adults aged 18 years and older who have an overweight classification
2011,White,81.3,630.3,Q043,53.46346153846154,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,White,81.3,630.3,Q044,20.567307692307693,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week
2011,White,81.3,630.3,Q045,33.15384615384615,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,White,81.3,630.3,Q046,28.957692307692305,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2011,White,81.3,630.3,Q047,24.053846153846152,Percent of adults who engage in no leisure-time physical activity
2011,White,76.6,870.2,Q036,26.059615384615384,Percent of adults aged 18 years and older who have obesity
2011,White,76.6,870.2,Q037,35.55769230769231,Percent of adults aged 18 years and older who have an overweight classification
2011,White,76.6,870.2,Q043,53.46346153846154,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,White,76.6,870.2,Q044,20.567307692307693,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week
2011,White,76.6,870.2,Q045,33.15384615384615,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)
2011,White,76.6,870.2,Q046,28.957692307692305,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week
2011,White,76.6,870.2,Q047,24.053846153846152,Percent of adults who engage in no leisure-time physical activity
